NAME,BRAND,UNIT,CATEGORY,SUB-CATEGORY,SKU (Leave blank to auto generate sku),BARCODE TYPE,MANAGE STOCK (1=yes 0=No),ALERT QUANTITY,EXPIRES IN,EXPIRY PERIOD UNIT (months/days),APPLICABLE TAX,Selling Price Tax Type (inclusive or exclusive),PRODUCT TYPE (single or variable),VARIATION NAME (Keep blank if product type is single),VARIATION VALUES (| seperated values & blank if product type if single),VARIATION SKUs (| seperated values & blank if product type if single),PURCHASE PRICE (Including tax),PURCHASE PRICE (Excluding tax),PROFIT MARGIN,SELLING PRICE,OPENING STOCK,LOCATION,EXPIRY DATE,ENABLE IMEI OR SERIAL NUMBER(1=yes 0=No),WEIGHT,RACK,ROW,POSITION,IMAGE,PRODUCT DESCRIPTION,CUSTOM FIELD 1,CUSTOM FIELD 2,CUSTOM FIELD 3,CUSTOM FIELD 4,NOT FOR SELLING(1=yes 0=No),PRODUCT LOCATIONS
Ginton 500 mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Panax Ginseng,500 mg,,,0,
Gintex 500 mg,Square Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Panax Ginseng,500 mg,,,0,
Ginsina 500 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Panax Ginseng,500 mg,,,0,
Ginoba 60 mg,Radiant Nutraceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Ginkgo Biloba,60 mg,,,0,
Ginkgo-B 60 mg,Aristopharma Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Ginkgo Biloba,60 mg,,,0,
Gingoba 120 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,16.00,,16.00,,,,0,,,,,,,Ginkgo Biloba,120 mg,,,0,
Gingoba 40 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Ginkgo Biloba,40 mg,,,0,
Gingo 60 mg,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Ginkgo Biloba,60 mg,,,0,
Ginera 500 mg,Renata Limited,pcs,herbal,,,,1,,,,,exclusive,single,,,,,25.00,,25.00,,,,0,,,,,,,Panax Ginseng,500 mg,,,0,
Ginax 500 mg,Drug International Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,7.00,,7.00,,,,0,,,,,,,Panax Ginseng,500 mg,,,0,
Giloba 60 mg,Square Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Ginkgo Biloba,60 mg,,,0,
Giloba 120 mg,Square Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,15.00,,15.00,,,,0,,,,,,,Ginkgo Biloba,120 mg,,,0,
Gelaseed 1000 mg,Square Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,7.00,,7.00,,,,0,,,,,,,Flaxseed oil [Linum Usitatissimum],1000 mg,,,0,
Gastroaid 500 mg,Radiant Nutraceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Fermented soy [Lactobacillus Delbrueckii],500 mg,,,0,
Garllium 385 mg,Renata Limited,pcs,herbal,,,,1,,,,,exclusive,single,,,,,25.00,,25.00,,,,0,,,,,,,Garlic Oil,385 mg,,,0,
Garlin 10 mg,Square Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Garlic Oil,10 mg,,,0,
Garlicap 10 mg,Drug International Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,3.00,,3.00,,,,0,,,,,,,Garlic Oil,10 mg,,,0,
Frodex,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,42.50,,42.50,,,,0,,,,,,,Ambar Momiyaee,,,,0,
Flucare 200 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,5.00,,5.00,,,,0,,,,,,,Andrographis paniculata,200 mg,,,0,
Floriz 1000 mcg,Radiant Nutraceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Biotin,1000 mcg,,,0,
Fiberlax Ultra (3.5 gm+135 mg)/sachet,Incepta Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Ispaghula Husk + Mebeverine Hydrochloride,(3.5 gm+135 mg)/sachet,,,0,
Fevnil,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,70.00,,70.00,,,,0,,,,,,,Khakshi,,,,0,
Ferodin 500 mg,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,2.00,,2.00,,,,0,,,,,,,Nabayas Louha Herbal Haematinic,500 mg,,,0,
JeeBee 60 mg,Renata Limited,pcs,herbal,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Ginkgo Biloba,60 mg,,,0,
Jarira 250 mg,Drug International Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,4.00,,4.00,,,,0,,,,,,,Chirata [Swertia Chirata],250 mg,,,0,
Ispahusk (3.5 gm+7.5 mg)/5.38 gm,UniMed UniHealth,pcs,herbal,,,,1,,,,,exclusive,single,,,,,400.00,,400.00,,,,0,,,,,,,Psyllium [Ispaghula Husk] + Senna Extract,(3.5 gm+7.5 mg)/5.38 gm,,,0,
Isabgul Plus (3 gm+1 gm)/4 gm,Ibn Sina Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,15.00,,15.00,,,,0,,,,,,,Ispaghula Husk + Sonapata,(3 gm+1 gm)/4 gm,,,0,
Isabgul Plus (3 gm+1 gm)/4 gm,Ibn Sina Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,330.00,,330.00,,,,0,,,,,,,Ispaghula Husk + Sonapata,(3 gm+1 gm)/4 gm,,,0,
Iripum 500 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,7.00,,7.00,,,,0,,,,,,,Pumpkin [Cucurbita pepo],500 mg,,,0,
Intellon 120 mg,Total Natural Company,pcs,herbal,,,,1,,,,,exclusive,single,,,,,25.00,,25.00,,,,0,,,,,,,Ginkgo Biloba,120 mg,,,0,
Insperm,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,3.00,,3.00,,,,0,,,,,,,Espand,,,,0,
Inovit E 400 mg,Incepta Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Vitamin E [Alpha Tocopherol Acetate],400 mg,,,0,
Inovit E 200 mg,Incepta Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,4.00,,4.00,,,,0,,,,,,,Vitamin E [Alpha Tocopherol Acetate],200 mg,,,0,
Improliv 140 mg,Veritas Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,9.00,,9.00,,,,0,,,,,,,Silymarin [Milk thistle],140 mg,,,0,
Immuna 450 mg,Alien Pharma,pcs,herbal,,,,1,,,,,exclusive,single,,,,,15.50,,15.50,,,,0,,,,,,,Spirulina,450 mg,,,0,
Icturn,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,60.00,,60.00,,,,0,,,,,,,Dinar,,,,0,
Honeybas,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,75.00,,75.00,,,,0,,,,,,,Herbal cough syrup [Adhatoda Vasica],,,,0,
HollySeed 500 mg,Opsonin Pharma Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Nigella Sativa [Black Seed Oil],500 mg,,,0,
Hermin,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Rehmin,,,,0,
Hepatolin,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,75.00,,75.00,,,,0,,,,,,,Rohitakarista,,,,0,
Hepanor 70 mg,Drug International Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Silymarin [Milk thistle],70 mg,,,0,
Hepanor 140 mg,Drug International Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,9.00,,9.00,,,,0,,,,,,,Silymarin [Milk thistle],140 mg,,,0,
Hepamilk 70 mg,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,5.00,,5.00,,,,0,,,,,,,Silymarin [Milk thistle],70 mg,,,0,
Hepamilk 140 mg,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,9.00,,9.00,,,,0,,,,,,,Silymarin [Milk thistle],140 mg,,,0,
Hepamarin 140 mg,Aristopharma Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,11.00,,11.00,,,,0,,,,,,,Silymarin [Milk thistle],140 mg,,,0,
Hepalgin,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,2.00,,2.00,,,,0,,,,,,,Kabid Nawshadri,,,,0,
Hemorist,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,60.00,,60.00,,,,0,,,,,,,Abhayarista,,,,0,
Helax 130.43 mg+86.96 mg+18.12mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,2.00,,2.00,,,,0,,,,,,,Aloe + Black Pepper + Henbane,130.43 mg+86.96 mg+18.12mg,,,0,
Hantar 1.66 gm+1.66 gm+1.66 gm,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,2.00,,2.00,,,,0,,,,,,,White Damar + Acacia + Bole Rubra,1.66 gm+1.66 gm+1.66 gm,,,0,
Hanrhoid-B 100 mg+33.33 mg+16.67 mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,3.00,,3.00,,,,0,,,,,,,Guggul + Barberry + Chebulic Myrobalan,100 mg+33.33 mg+16.67 mg,,,0,
Hanrhoid 125 mg+125 mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,3.00,,3.00,,,,0,,,,,,,Chebulic Myrobalan + Barberry,125 mg+125 mg,,,0,
Hanpy 64.28 mg+42.86 mg+21.43 mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,2.00,,2.00,,,,0,,,,,,,Datura + Rhubarb + Ginger,64.28 mg+42.86 mg+21.43 mg,,,0,
Luzent 20 mg+5 mg,Radiant Nutraceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,35.00,,35.00,,,,0,,,,,,,Lutein + Zeaxanthin,20 mg+5 mg,,,0,
Luvena 3.2 billion,Incepta Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,30.00,,30.00,,,,0,,,,,,,Probiotic Combination [3.2 Billion],3.2 billion,,,0,
Lubub Kabir,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,750.00,,750.00,,,,0,,,,,,,Salep + Coconut + Poppy Seeds +  Almond,,,,0,
Livolite 200 mg,Square Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,5.00,,5.00,,,,0,,,,,,,Andrographis paniculata,200 mg,,,0,
Livec 70 mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Silymarin [Milk thistle],70 mg,,,0,
Livasil 140 mg,Incepta Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,11.00,,11.00,,,,0,,,,,,,Silymarin [Milk thistle],140 mg,,,0,
Livasil 70 mg,Incepta Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,7.00,,7.00,,,,0,,,,,,,Silymarin [Milk thistle],70 mg,,,0,
Liqumint 187 mg/0.2 ml,Beacon Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,7.05,,7.05,,,,0,,,,,,,Peppermint Oil,187 mg/0.2 ml,,,0,
Liqu-E 200 mg,Beacon Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,120.60,,120.60,,,,0,,,,,,,Vitamin E [Alpha Tocopherol Acetate],200 mg,,,0,
Lina 500 mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Spirulina,500 mg,,,0,
Lina 250 mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Spirulina,250 mg,,,0,
Lifil-E 400 mg,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Vitamin E [Alpha Tocopherol Acetate],400 mg,,,0,
Lifil-E 200 mg,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,4.00,,4.00,,,,0,,,,,,,Vitamin E [Alpha Tocopherol Acetate],200 mg,,,0,
Libidex,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,32.50,,32.50,,,,0,,,,,,,Saffron + Mace arillus + Nutmeg fruit,,,,0,
Lecosav,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,110.00,,110.00,,,,0,,,,,,,Patrangasav,,,,0,
Lecor,Square Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,140.00,,140.00,,,,0,,,,,,,Patrangasav,,,,0,
Laxadil-Senna (3.5 gm+7.5 mg)/5.38 gm,Drug International Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,0,,0,,,,0,,,,,,,Psyllium [Ispaghula Husk] + Senna Extract,(3.5 gm+7.5 mg)/5.38 gm,,,0,
Ladica 40 mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Black Cohosh [Cimicifuga Racemosa],40 mg,,,0,
Lactohil 100 gm/container,HLL Lifecare Limited,pcs,herbal,,,,1,,,,,exclusive,single,,,,,575.00,,575.00,,,,0,,,,,,,23 herb formula to increase breast milk,100 gm/container,,,0,
Lactoflora 2 billion,Drug International Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,0,,0,,,,0,,,,,,,Probiotic Combination [2 Billion],2 billion,,,0,
Kulzam,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,70.00,,70.00,,,,0,,,,,,,Camphor + Thymol + Menthol + Eucalyptus oil,,,,0,
Kofsol,Kemiko Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,65.00,,65.00,,,,0,,,,,,,Herbal cough syrup [Adhatoda Vasica],,,,0,
Kobi 40 mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Ginkgo Biloba,40 mg,,,0,
Kobi 60 mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,7.00,,7.00,,,,0,,,,,,,Ginkgo Biloba,60 mg,,,0,
Kidcare,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,80.00,,80.00,,,,0,,,,,,,Jirakaddarista,,,,0,
Joshina 6 gm/sachet,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,13.00,,13.00,,,,0,,,,,,,Herbal cough syrup [Glycyrrhiza Glabra],6 gm/sachet,,,0,
Jorvan 500 mg,Square Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Jogaraj Guggulu,500 mg,,,0,
Jonort 300 mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,7.00,,7.00,,,,0,,,,,,,St. John’s Wort,300 mg,,,0,
Jinsant,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,80.00,,80.00,,,,0,,,,,,,Jinsin,,,,0,
Nilagel 500 mg,Square Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,7.50,,7.50,,,,0,,,,,,,Nigella Sativa [Black Seed Oil],500 mg,,,0,
Neuriva 60 mg,UniMed UniHealth,pcs,herbal,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Ginkgo Biloba,60 mg,,,0,
Nervolin,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,80.00,,80.00,,,,0,,,,,,,Aswagandharista,,,,0,
Nervent,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,"Jadwar [Denudatum, Saffron, Henbane]",,,,0,
Navit 500 mg,Square Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Spirulina,500 mg,,,0,
Naunehal,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,60.00,,60.00,,,,0,,,,,,,Aniseed + Indian dill + Black cardamom + Peppermint,,,,0,
Nature-E 400 IU,UniMed UniHealth,pcs,herbal,,,,1,,,,,exclusive,single,,,,,7.00,,7.00,,,,0,,,,,,,Vitamin E [Alpha Tocopherol Acetate],400 IU,,,0,
Nature-E 200 IU,UniMed UniHealth,pcs,herbal,,,,1,,,,,exclusive,single,,,,,5.00,,5.00,,,,0,,,,,,,Vitamin E [Alpha Tocopherol Acetate],200 IU,,,0,
Natlina 500 mg,Opsonin Pharma Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Spirulina,500 mg,,,0,
Natlax (3.5 gm+7.5 mg)/5.38 gm,Radiant Nutraceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,400.00,,400.00,,,,0,,,,,,,Psyllium [Ispaghula Husk] + Senna Extract,(3.5 gm+7.5 mg)/5.38 gm,,,0,
Monera,Square Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,80.00,,80.00,,,,0,,,,,,,Bacopa extract [Natural memory enhancer],,,,0,
Mintol 187 mg/0.2 ml,General Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,7.05,,7.05,,,,0,,,,,,,Peppermint Oil,187 mg/0.2 ml,,,0,
Mintek 187 mg/0.2 ml,Drug International Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,6.05,,6.05,,,,0,,,,,,,Peppermint Oil,187 mg/0.2 ml,,,0,
Mevelum (3.5 gm+135 mg)/sachet,Ziska Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,14.00,,14.00,,,,0,,,,,,,Ispaghula Husk + Mebeverine Hydrochloride,(3.5 gm+135 mg)/sachet,,,0,
Methicap 140 mg,Bronson  Laboratories (BD) Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Silymarin [Milk thistle],140 mg,,,0,
Mestiza 40 mg,Incepta Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Black Cohosh [Cimicifuga Racemosa],40 mg,,,0,
Menotox,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,80.00,,80.00,,,,0,,,,,,,Ashokarista,,,,0,
Menopa 40 mg,Kemiko Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,5.00,,5.00,,,,0,,,,,,,Black Cohosh [Cimicifuga Racemosa],40 mg,,,0,
Menoherb 40 mg,Drug International Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,0,,0,,,,0,,,,,,,Black Cohosh [Cimicifuga Racemosa],40 mg,,,0,
Menofemin 40 mg,Radiant Nutraceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Black Cohosh [Cimicifuga Racemosa],40 mg,,,0,
Menocare 40 mg,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,5.00,,5.00,,,,0,,,,,,,Black Cohosh [Cimicifuga Racemosa],40 mg,,,0,
Melbit 400 mg,Drug International Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,3.00,,3.00,,,,0,,,,,,,Bitter Melon [Korola],400 mg,,,0,
Megajoy 5.4 mg,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,30.00,,30.00,,,,0,,,,,,,Yohimbine Hydrochloride,5.4 mg,,,0,
Mebo 0.25% w/w,Gulf pharmaceutical industries,pcs,herbal,,,,1,,,,,exclusive,single,,,,,345.00,,345.00,,,,0,,,,,,,β-Sitosterol,0.25% w/w,,,0,
Maxton 500 mg,Bronson  Laboratories (BD) Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Panax Ginseng,500 mg,,,0,
Masturin,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,60.00,,60.00,,,,0,,,,,,,Devil’s Cotton + Ashoka bark + Aswagandha,,,,0,
Mariment 0.04 gm/gm,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,50.00,,50.00,,,,0,,,,,,,Calendula Officinalis [Marigold],0.04 gm/gm,,,0,
Marbelus (1 gm+0.5 gm)/5 ml,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,60.00,,60.00,,,,0,,,,,,,Belgiri [Bael fruit + Connessi bark],(1 gm+0.5 gm)/5 ml,,,0,
Majoon Mugalliz,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,170.00,,170.00,,,,0,,,,,,,Almond + Coconut + Edible Pine + Salep,,,,0,
Premelos 60 mg,Incepta Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,7.00,,7.00,,,,0,,,,,,,Ginkgo Biloba,60 mg,,,0,
Pirulin 500 mg,Radiant Nutraceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Spirulina,500 mg,,,0,
Pirugold 500 mg,Veritas Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Spirulina,500 mg,,,0,
Perkup 300 mg,ACME Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,3.00,,3.00,,,,0,,,,,,,St. John’s Wort,300 mg,,,0,
Pepnor,Square Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,80.00,,80.00,,,,0,,,,,,,Jeerakaddarishta Carminative,,,,0,
Peniton,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,200.00,,200.00,,,,0,,,,,,,"Tila Jadeed [Madar, Mace arillus, Nutmeg nut]",,,,0,
Peblew 15.63 mg+78.12 mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,2.00,,2.00,,,,0,,,,,,,"Bandish [Oak Galls, Tannic acid]",15.63 mg+78.12 mg,,,0,
Pavitex 500 mg,Kemiko Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,22.00,,22.00,,,,0,,,,,,,Panax Ginseng,500 mg,,,0,
Papaya 250 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,15.00,,15.00,,,,0,,,,,,,Carica Papaya Leaf Extract,250 mg,,,0,
Panaseng 100 mg,Radiant Nutraceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Panax Ginseng,100 mg,,,0,
Panaking 100 mg,Veritas Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,15.00,,15.00,,,,0,,,,,,,Panax Ginseng,100 mg,,,0,
Paltex 160 mg,Bronson  Laboratories (BD) Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Saw Palmetto (160 mg),160 mg,,,0,
Palmet 160 mg,Hamdard Bangladesh,pcs,herbal,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Saw Palmetto (160 mg),160 mg,,,0,
Painthol (25.40 mg+14.30 mg+4.20 mg+0.05 mg)/gm,Kemiko Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,50.00,,50.00,,,,0,,,,,,,Menthol + Camphor + Methyl Salicylate + Oleoresin Capsicum,(25.40 mg+14.30 mg+4.20 mg+0.05 mg)/gm,,,0,
Oxi-Q 60 mg,NIPRO JMI Pharma Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,18.05,,18.05,,,,0,,,,,,,Coenzyme Q10 [Ubidecarenone],60 mg,,,0,
Oxi-Q 30 mg,NIPRO JMI Pharma Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,12.04,,12.04,,,,0,,,,,,,Coenzyme Q10 [Ubidecarenone],30 mg,,,0,
Ovit-E 400 IU,Opsonin Pharma Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Vitamin E [Alpha Tocopherol Acetate],400 IU,,,0,
Ovit-E 200 IU,Opsonin Pharma Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,4.00,,4.00,,,,0,,,,,,,Vitamin E [Alpha Tocopherol Acetate],200 IU,,,0,
Ostylon 400 mg,Empiric Laboratories Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,19.83,,19.83,,,,0,,,,,,,Devil's Claw,400 mg,,,0,
Ocubil 160 mg,Square Pharmaceuticals Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Bilberry fruit [Vaccinium myrtillus L],160 mg,,,0,
Ocuberry 160 mg,Drug International Ltd.,pcs,herbal,,,,1,,,,,exclusive,single,,,,,0,,0,,,,0,,,,,,,Bilberry fruit [Vaccinium myrtillus L],160 mg,,,0,
Nutrilina 500 mg,Renata Limited,pcs,herbal,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Spirulina,500 mg,,,0,
Novotin 2500 mcg,UniMed UniHealth,pcs,herbal,,,,1,,,,,exclusive,single,,,,,25.00,,25.00,,,,0,,,,,,,Biotin,2500 mcg,,,0,
Novotin 5000 mcg,UniMed UniHealth,pcs,herbal,,,,1,,,,,exclusive,single,,,,,30.00,,30.00,,,,0,,,,,,,Biotin,5000 mcg,,,0,
Novotin 1000 mcg,UniMed UniHealth,pcs,herbal,,,,1,,,,,exclusive,single,,,,,20.00,,20.00,,,,0,,,,,,,Biotin,1000 mcg,,,0,
